Continent,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂) emissions,Carbon monoxide (CO) emissions,Black carbon (BC) emissions,Ammonia (NH₃) emissions,Non-methane volatile organic compounds (NMVOC) emissions
Europe,1988,29748391.5013448,49024725.01376067,90896083.792407,940569.36464873,10055420.05292,27086090.5278354
Europe,1989,29839136.055195,47216316.59646008,90040409.8640646,925214.08257116,10022519.225449,26805921.0285382
Europe,1990,30456828.09221,46716083.42176328,87281637.3878087,932040.8111893,9695983.136206,27032266.4162659
Europe,1991,29160814.0154826,43252585.38566696,82458557.4844874,903880.39974196,9245974.549454,25246164.2236069
Europe,1992,27621494.59231245,38250363.53422506,77341693.9389047,813316.49999758,8648918.59661,23955443.0536824
Europe,1993,26373503.2740545,35096398.63613138,74053410.016985,750548.55742085,8317893.1196719995,22757852.3194818
Europe,1994,24223657.032309,30791915.86044493,66845042.0658914,679335.66727235,8015568.560441,20945356.59311
Europe,1995,23134924.9176478,28434875.17176896,63913672.208341,649984.02447965,7641116.461889,20173186.6271844
Europe,1996,22547035.530457098,25657997.55541218,62013271.630526,637405.59787078,7494097.83835,19651105.654525302
Europe,1997,21437356.75878256,23819661.777182788,58722729.220493004,614302.7924136401,7233836.073896,18978980.1572158
Europe,1998,21051544.91991713,22196540.005314432,55397240.198690996,590730.16465872,7057478.142584,18374195.0048279
Europe,1999,20317123.1188841,20019119.86816596,52995632.225114,559692.1084477999,6950373.801168,17631311.6305209
Europe,2000,19748570.745554402,18936547.46463039,49864791.832508996,521843.25371647,6831029.374115,16911760.6230155
Europe,2001,19551384.30665295,18083649.229318384,47989814.691897005,524888.27705192,6736922.079913,16483211.8674733
Europe,2002,19199816.92663274,17428387.63396873,45747864.368222,519406.84983932,6678350.782124,15968101.6277943
Europe,2003,19180036.2568349,17067110.13033858,44916492.869133,529516.91295414,6648975.2111844,15632022.403282
Europe,2004,18866224.3629114,16025444.35405353,43806101.767673,521761.92936966,6456972.4320427,15222806.5536147
Europe,2005,18474654.6163557,15289316.81704753,42065522.253412,523506.09700778,6338442.197668999,14842884.1220094
Europe,2006,18328230.42896905,15206139.62316508,41044091.685944,521516.78018859,6306311.276409,14759135.761772301
Europe,2007,17874943.2135468,14892416.97564497,40439076.753517,520247.22901545,6424846.3572855,14269429.1368073
Europe,2008,17008824.1745034,13683247.656386595,39629388.204181,536136.03831653,6325112.756119,13884697.4099605
Europe,2009,15670643.74259095,12636808.061210886,35973235.301027,512534.33462318,6268197.770771,13105934.5928136
Europe,2010,15586223.2266086,12171552.51201051,37234315.510299,504020.78763364,6361151.431944,13130063.928327201
Europe,2011,15389416.29668355,12684889.77697524,34989032.020117,488916.62492577,6285748.429775,12700156.0950531
Europe,2012,15112025.852591,12278681.88540436,35203667.190231,498013.76254869,6363433.8430304,12613595.205424
Europe,2013,14467172.3622157,11137518.14264138,34035958.5197475,470562.93412183,6399160.0470256,12317494.4005984
Europe,2014,13815435.8233503,10474430.917545086,32177716.182127,449763.4840476,6416204.9605104,12034201.7351036
Europe,2015,13417501.5651093,10180334.225545086,31527434.976227,449735.1799486,6526029.9077147,11885871.6033936
Europe,2016,12895024.3057663,9531251.914245086,30934108.993327,442388.3011936,6604448.1423337,11806950.8096136
Europe,2017,12624216.5307103,8915352.815895086,30455670.948727,432336.1084346,6483575.8536253,11849862.4994936
Europe,2018,12377583.4701673,9251684.576425085,29875102.401926998,430818.6520346,6411191.8286066,11790109.8331536
Europe,2019,12091562.4792133,8777384.669075085,28926590.998027,429663.5531006,6379348.6926115,11633475.4421336
Europe,2020,10985091.2252023,8237959.506967086,27101651.702327,408966.9611206,6362797.4089464005,11513876.6631536
Europe,2021,11330790.9821923,8244105.530748086,28095654.157426998,420095.0051336,6342010.336865,11568855.6242436
Europe,2022,10775340.112586299,7971969.9598910855,27281258.300127,415883.8847026,6337945.12349,11475047.0716636
North America,1922,6360299.951083,15527438.553917259,65914937.29241,743567.8169473,1338357.551527,9413694.94595
North America,1923,7805442.6065206,20573396.3496579,78741236.46658,925986.8154954,1393958.965085,11048830.264705
North America,1924,7395430.368344,18511768.8347758,74246870.26983,844786.4370204001,1407998.084878,10585630.206819
North America,1925,7658185.5992117,18664056.53235515,76480516.54776,864273.157944,1473014.315879,10933110.110335
North America,1926,8074247.76888,20471471.19566255,78476696.72065,892762.1936835,1524090.799189,11263248.690378
North America,1927,8762471.9407993,20084449.12363225,80124063.94461,833338.865349,1572445.823525,11905645.378821
North America,1928,8941363.8063726,20147773.9255975,79116913.60019,785922.8439316,1602298.59688,12006874.310247
North America,1929,9846624.957457,21757168.86305414,83119819.83407,791955.9284466,1644124.6548000001,12843559.711148
North America,1930,8922013.24030126,19503540.75258892,74949937.597308,691355.3951930201,1646963.561667,11811813.6072584
North America,1931,8074866.305336,16144387.5262047,68349135.87181,597823.4874064,1628482.799112,10974076.617293
North America,1932,7302325.3836386,13065526.8159828,62628778.32021,520728.1136926,1613478.8923139998,10209015.158413
North America,1933,7913321.2645769995,14196083.4789129,66507622.03047,540132.694295,1629143.2167520002,10946874.435267
North America,1934,8174256.819476,15615057.3503098,67721079.47124,560231.36598,1631436.590238,11146083.85094
North America,1935,8678963.4917293,17276963.4261939,70551440.76322,565148.3646485,1642547.28662,11688584.185706
North America,1936,9660009.9995423,18936163.390094,76499780.47784,620273.3176876999,1684458.902212,12692655.71581
North America,1937,10659088.094533,20069429.3089464,82368619.84804,629888.7689325,1726764.823226,13827162.67726
North America,1938,9759865.895364,16625083.913715,75856204.70179,541610.633183,1723439.0328660002,12936256.57206
North America,1939,10420500.030322,18559384.8469302,79765617.0353,577888.2400860001,1747934.7917670002,13644330.919044
North America,1940,11477047.877065059,21018681.202061508,86305873.61509919,628027.398045466,1793084.4593587,14679619.8638264
North America,1941,12163827.048276,23095969.5879464,90187721.3228,668635.787869,1824416.91623,15159560.38926
North America,1942,12172674.745262,24812853.9962686,89378998.9763,708034.9132370001,1842873.476113,15276219.51209
North America,1943,12893077.292875,25180130.2404046,93261853.1001,718731.9025859999,1889412.44584,16056349.630619999
North America,1944,14205633.94162,25895203.492859602,101152371.4818,752416.940006,1955608.016436,17488972.00498
North America,1945,14250867.685485,24283316.4641818,101195566.01359999,714299.9649789999,1992738.07498,17655100.00843
North America,1946,14077755.895203,22701602.211635,99640417.6979,655905.143447,2041671.0785299998,17612275.80831
North America,1947,15079152.469754,25707518.2050005,104883965.5618,675502.15744,2121722.09518,18712750.54171
North America,1948,16084337.04318,26373713.6937056,111338925.2254,663927.7022859999,2206383.74804,19953114.6728
North America,1949,14050451.412538,20917600.3630784,106443420.4631,717742.1309560001,2247328.94659,18602563.65602
North America,1950,15281205.769676799,22219165.93659512,114306068.68124299,723320.196119139,2369088.8416909003,20225613.2454812
North America,1951,16289810.03705844,23333144.88217787,118885749.3585877,693109.148474243,2471288.6271949,21409971.841978002
North America,1952,16514905.0296249,22483528.57006003,120201397.8033517,653946.8939180531,2557248.4104055,21738717.4521862
North America,1953,16974157.21341765,22968746.208742842,122959220.8138936,612135.504216342,2651932.9346177,22422521.829246
North America,1954,16842544.74407466,22285818.960355923,122024448.8714253,572612.526006657,2720602.6915613003,22288722.380112
North America,1955,18045887.8125114,24472531.86224223,129446811.59663829,579563.075670183,2810873.0650686002,23821190.917542998
North America,1956,18545899.04018905,26016390.9113005,133175579.7552814,570124.1263896801,2891384.302459,24725602.60894
North America,1957,18243649.36835977,25158914.60492267,130065685.9733343,511573.33043062605,2959619.4747446002,24563633.9271206
North America,1958,18274260.3010955,24107729.9551135,130876055.5145125,497192.562731675,3052276.2690397003,24428694.1008164
North America,1959,18602294.8997273,24385655.617228303,133172498.5361183,472897.40274578106,3149842.344816,25087846.442959
North America,1960,18933443.15513145,25527178.630268842,133472482.5063654,467412.47528453,3217601.5642024,25284011.732917603
North America,1961,19168522.16732516,26163425.103729498,134454161.3004582,455074.7853722,3268528.1019710004,25566307.6234383
North America,1962,20015064.601277903,26988196.66358367,138846214.1159715,463055.88840989996,3420708.0657127,26345303.1406698
North America,1963,20970569.82482365,27755261.9288838,142717512.6746901,458045.0323756,3556464.6095547,27113538.6106534
North America,1964,21999752.9452934,28995684.2573707,146953577.8715064,453408.02735237003,3656977.5903227,27903827.4509063
North America,1965,22881260.0189806,30489058.71906444,150570470.31582502,457582.97719414,3871771.203113,28676796.2406594
North America,1966,24104957.6064274,31878043.25453325,157156287.4445321,466255.20847616997,4085256.554215,29924353.1979054
North America,1967,25063246.5656299,31399621.32968533,161288135.9438361,457983.8306308,4269080.143244999,30919027.4902126
North America,1968,26699091.2959559,33234318.2276687,170781694.3903507,469650.36153666006,4353672.2128785,32382119.179453
North America,1969,27746798.1436724,34588216.18773128,178486198.7265754,475712.34001289995,4470532.402757,33571972.9202786
North America,1970,28475788.9296797,36451256.897311404,185827810.296728,463589.25762994,4685821.3557515,34793362.3029003
North America,1971,28858352.942446698,35595077.63769607,184830066.169868,489735.298442,4740905.690369,34505237.491739005
North America,1972,30023721.1464645,36924582.72751,188209280.628636,491808.36957511003,4767896.998703,35163857.429382
North America,1973,31141881.1787003,39012705.50959465,188759567.77017102,503579.64791408996,4834585.6299385,35187808.229499005
North America,1974,29932533.02458,37011285.14851232,177951163.136864,495963.1891209,4849240.190825,33714140.753162004
North America,1975,28636326.5924572,34655635.75672622,172846647.437397,486082.99532438,4992235.131015,32625521.884668
North America,1976,29986636.5592848,36034491.22375037,179289571.695882,506357.7067997999,5108097.398274,33338899.079648998
North America,1977,30887692.125216898,35943368.673539,182076084.93728,519425.23214848,5124285.2381690005,33988349.692553
North America,1978,30909389.678362,33526544.8355069,185613823.06273702,537137.7077732,5183653.252351,34435032.686881
North America,1979,30916580.7940432,33207272.6520221,177679029.272663,563803.26012753,5263964.131981,34208342.032198
North America,1980,29661614.1152483,31949469.282839548,167254235.21631497,510208.9538872,5405936.357347,32888863.364945002
North America,1981,29185537.0177358,30573309.1230321,165086173.853118,500363.24119891005,5452299.880944001,31874653.273904
North America,1982,27660125.7867925,28803791.99514715,161540717.30817,478058.5670564,5286550.029023,30790141.526995
North America,1983,27329610.856783498,28135018.330224182,160566124.790193,475502.55045364,5412299.1918315,29839791.115715
North America,1984,28325190.4073672,29086390.114256456,159012026.024025,483160.75280324003,5472233.367343,29296668.396858003
North America,1985,28093656.9297521,28675837.236062497,158521815.22050002,466325.4477832,5433510.213796,28599700.001186002
North America,1986,27712661.691315003,27993272.971803,154123388.31682,462449.7116239,5398040.542488,27932940.484262
North America,1987,28232746.537288703,28677101.2448146,151942103.49476102,470606.37513766,5492633.415624,27735670.249994
North America,1988,28960321.0367757,29243274.0855798,149810993.07804298,485855.25278722995,5468057.0043359995,27322679.112742
North America,1989,28902237.8835753,28918304.795474302,143732905.811397,482846.388597,5606654.087246,26484232.150394
North America,1990,27817837.382951997,28139611.18595234,132759829.772318,466967.1331802,5583789.9609280005,25053758.569219
North America,1991,27440006.714360602,27272254.76125776,129062950.109354,450103.6928454,5582925.829355,25020430.459397
North America,1992,27612903.845894,26980416.817678597,125909134.470303,435174.0909993,5688185.206508,24655075.708468
North America,1993,27441517.2740126,26636068.2870776,120461666.80414,417015.5397689,5748809.254563,24054112.994822998
North America,1994,27502631.464068,26251055.0805481,118815637.892042,418563.0869818,5843830.498497,23963281.645179998
North America,1995,27217090.944492,23757698.11479,116067530.27423,407513.9687964,5902335.779364999,23679455.622789998
North America,1996,27010879.962331,23682579.35711,110290790.02182,418207.06836279994,6011896.687013,21110059.851152
North America,1997,27258594.463299002,24233136.240135,108698569.53492,416391.6946906,6134992.63002,21099496.92323
North America,1998,26973962.030021,24383742.74402,107040472.72672,403404.0617281,6279335.967231,20627872.2253
North America,1999,25498232.828492,22782770.077969998,100928433.75428,396460.7557681,6242184.291048,19661569.080786
North America,2000,25460756.434846997,21743859.954225,100890023.23526,381186.9614262,6320136.806582,19249034.771169998
North America,2001,24481103.925764,21390565.81423,96880246.6146,379004.0894413,6140429.416077,18977381.19544
North America,2002,23482638.956821002,19714510.66601,84425122.77484,375079.1950024,5741647.834344,18620229.949716
North America,2003,23127923.771410998,19963847.748010002,79573239.10398,381412.9463264,5759462.268877,18196235.423236
North America,2004,22248244.135708,19329312.787616,74904984.88509999,399290.9488833,5813001.599596,18057086.871460002
North America,2005,21955153.291738,19261276.10334,71934143.16063,405993.27132520004,6103206.5075,18189412.3247
North America,2006,20929323.098021,16957230.40817,68725854.34186,404830.99109,5996559.594597001,17889861.28413
North America,2007,20494493.787014,16305601.550090002,64382055.75933,409448.266493,6243564.582514,17607752.1551
North America,2008,19266826.628432,14933107.0432,59913159.290759996,401914.653451,6091423.082873,17137876.12302
North America,2009,17144721.21323,12263941.37429,56145441.52093001,384509.932733,5901101.1125260005,16010217.21902
North America,2010,16974534.551959,10869146.18654,52055294.04854,396042.6606445,6018218.408205,15804444.08669
North America,2011,16910034.534184,10675078.56237,51936454.3358,371200.757286,6074228.655854,16222027.20308
North America,2012,15866911.355157001,9329949.56066,47655068.427260004,351999.4126123,6092653.786841,15830615.673264999
North America,2013,15499103.8292895,9104508.28761,48525751.31894,358822.319684,6094065.099413,15613966.136105
North America,2014,14824473.276735,8716405.41472,47060323.62625,350552.6017761,6009619.32725,15609727.911759999
North America,2015,14212308.229314,8132776.8287700005,45883003.9731,347389.88784589997,6077949.53792,15208754.043124
North America,2016,13590947.740067001,7248507.24876,42017262.32875,335133.9562931,6174386.860933,14926589.623569999
North America,2017,12842335.221969,6509361.827475,40728785.50676,326322.18710054,6258998.34533,15489921.38506
North America,2018,12479565.070923,5902421.93547,38691318.38553,324560.6737754,6675332.612827,15495550.71639
North America,2019,12021518.899564,5905153.60855,36767306.418,311196.49271184,6726204.523409001,15251231.637959998
North America,2020,10414549.903376,5249293.052565,32114729.36184,274351.6674321,6754931.159627001,14561573.49915
North America,2021,10650666.399076,5313368.370834,32951033.631539997,280322.8825834,6820971.90364,14644805.867944
North America,2022,10523868.754264,5171649.488515,32688806.44802,276148.70258906996,6875147.684782,14661643.33638
Oceania,1922,105733.1693233,254846.07133185002,1246695.7484499998,12721.3235678,192812.08841300002,148020.264
Oceania,1923,107606.6785984,276452.34915136,1247512.92771,12985.4695088,195957.518236,150939.174224
Oceania,1924,113487.5173035,305863.14191555,1257756.65909,13415.917579399998,199233.224055,156800.32622
Oceania,1925,117523.395869,329185.98044655,1259877.87608,13717.9085519,208593.36196799998,160799.65497200002
Oceania,1926,117925.05130400001,345785.86072365,1251773.64804,13741.831111700001,216258.79282899998,161746.532084
Oceania,1927,121598.74673279999,373236.60178880004,1260134.16792,13991.6849693,221511.236816,165558.178907
Oceania,1928,115009.9927977,390599.129905,1231824.56889,13687.7080951,225805.470283,162088.855756
Oceania,1929,109177.619971,395063.73322416,1206343.88345,13403.242097800001,228647.079585,158935.096618
Oceania,1930,105483.81409,385589.51034356,1184571.45247,13228.6669074,231452.036077,157755.541284
Oceania,1931,99067.919021,346527.09559093,1122406.39211,12482.9851203,233790.236114,153530.408569
Oceania,1932,100349.5388996,363067.24621904996,1083253.72261,12118.8451035,235563.28578099998,154605.530877
Oceania,1933,103583.20558,375425.6750378,1073301.83483,12047.959894200001,236591.539297,157103.163624
Oceania,1934,107424.121772,377060.49497894,1080642.36032,12128.298236300001,237306.756687,159931.50372500002
Oceania,1935,113735.74553700001,411794.79767834,1077566.27144,12142.1447504,237996.67703800002,164340.7457
Oceania,1936,118069.1360733,429517.3563812,1092850.84634,12310.2123985,241300.076852,168055.40392299998
Oceania,1937,122515.4975115,476895.4707828,1114908.24574,12547.1049915,243966.246962,172039.52997
Oceania,1938,120577.6389852,464519.4351224,1113792.79792,12484.0855221,245938.517199,172142.22283999997
Oceania,1939,129621.128493,526681.4529943,1145527.95347,12889.7728647,247294.126171,179443.779629
Oceania,1940,123058.0588044,527309.3334990001,1154556.13804,12889.3943626,248581.176805,176981.61471199998
Oceania,1941,136939.88371,533182.6615527,1172139.387134,13175.1738516,250306.785641,186371.99772599997
Oceania,1942,142806.64244229998,525792.0759178001,1171990.79141,13219.2523433,251768.26246,190868.945977
Oceania,1943,141422.41708030002,493045.011605,1163356.25081,13083.7987882,253702.005656,190685.889887
Oceania,1944,141130.0147276,471025.92156995,1153116.54052,12958.714607799999,256315.541954,191550.335285
Oceania,1945,139109.7525144,504665.17705427,1140806.96561,12787.9055821,259391.973939,191409.969752
Oceania,1946,146908.354807,434772.4842187,1140786.06082,12873.3843548,265113.96541400003,197485.093318
Oceania,1947,154390.26275549998,453852.73545244,1135971.66205,12881.687819600002,272140.27970099996,202789.52585499999
Oceania,1948,157300.6940584,447652.97647546005,1129104.7123,12818.1078397,279706.774319,205819.332429
Oceania,1949,158146.1183435,431802.83996755996,1124976.348056,12767.0492769,289994.245981,208527.700933
Oceania,1950,291737.35461992,555488.509720246,1803885.732461,16157.16990186,301295.7719812,371632.0720196
Oceania,1951,319750.78320097,571383.43669827,1923274.638839,16945.39142811,313473.02335091,407295.2068875
Oceania,1952,329255.54963388,631506.50214095,1956625.540639,17480.44680495,323624.46401054,419657.81525100005
Oceania,1953,309768.47949163,653019.84960504,1812913.3896780002,17073.91946388,333174.54191401997,395420.4763586
Oceania,1954,367546.30593112,747276.72591848,2093164.971466,18631.7931655,341056.59296099,467089.0759896
Oceania,1955,394735.54784923,746888.484572803,2226493.084369,19445.72973837,346289.44481963996,506225.6486949999
Oceania,1956,417356.60855549,804931.160348955,2329164.942042,20106.04445325,353168.9024438601,537627.800791
Oceania,1957,428304.52681609994,818287.900551757,2381209.972242,20549.63775486,362590.88730882,558123.468633
Oceania,1958,445501.4312995,875190.511682607,2436475.520172,20976.277640250002,374909.07041269995,579561.240503
Oceania,1959,471183.78410060005,899307.92462054,2509619.9435915,21606.770720589997,387100.23111194,606823.5749163
Oceania,1960,522650.52573299996,940430.5594412001,2771579.99157,22461.5125009,394656.82252600003,662811.5922190001
Oceania,1961,538966.025746,937013.0605217001,2823247.92875,22639.6903108,393512.31100999995,684535.223875
Oceania,1962,564198.285529,915607.4771758,2888812.155246,23113.0666655,401800.11174499994,713244.3749059999
Oceania,1963,608597.488675,1017612.2068188001,3009830.84014,23508.783588000002,419367.829956,750855.4093490001
Oceania,1964,654658.6888720001,978521.1029881,3155318.13465,25376.7827879,424176.530723,800750.8700919999
Oceania,1965,695624.820618,956478.1129293999,3296959.70661,26469.6328608,436016.25870099996,851814.638362
Oceania,1966,731568.764239,1017996.1214992299,3381525.426524,27048.553710999997,449428.864064,866851.3277899999
Oceania,1967,775205.67929,1090884.0930736,3504543.277085,27552.481312800002,475884.653497,912955.068482
Oceania,1968,823279.229834,1298400.5097902701,3664979.13969,29133.9631253,491198.500719,961317.957166
Oceania,1969,866292.190206,1435749.68916477,3852357.13043,30635.504797700003,490119.404014,1014490.623824
Oceania,1970,926594.20208,1513965.6510607,3950480.86751,28379.1051743,508322.411496,1102078.0446849999
Oceania,1971,944670.6511135,1577653.73222565,4095144.923095,28303.871216100004,521121.906835,1131756.909212
Oceania,1972,968025.2674549998,1378764.77169477,4309774.644069999,28003.6035726,534689.430102,1191185.788399
Oceania,1973,1058314.1454825,1471069.76045826,4525177.0694659995,29870.6700828,514971.77369900007,1235797.2964879998
Oceania,1974,1138087.5893236,1420826.16041966,4665797.16956,29078.764898,533553.8800095001,1245904.845977
Oceania,1975,1166605.9125040001,1493731.5458888,4829182.343915,29591.6784626,542952.540014,1246476.3064610001
Oceania,1976,1188966.0013526,1496669.73126344,4921089.422959999,29571.2679813,552104.882045,1267607.410376
Oceania,1977,1280574.4012703,1560961.41431955,5095700.89466,30054.6260616,521084.98260200006,1315639.9386439999
Oceania,1978,1306910.3104,1589798.48865315,5190812.46779,30201.561808899998,508857.225581,1338462.8530510003
Oceania,1979,1325009.0161769998,1633708.7781244,5320295.8147060005,30331.8575575,507276.85854700004,1370303.599103
Oceania,1980,1370320.8257389998,1633347.8522474,5332639.06015,31053.0127116,512759.156557,1371078.8696579998
Oceania,1981,1379402.1856057001,1577896.64513255,5387031.926702,30654.054921400002,505593.071097,1390292.10272
Oceania,1982,1413711.9849983,1620273.2949105198,5492065.36584,30411.475650940003,507197.82393099996,1407013.313753
Oceania,1983,1381568.4819717,1531509.0392800197,5403538.31781,28831.599980770003,500214.48795499996,1407099.4172339998
Oceania,1984,1433083.9694917002,1558503.90745703,5554071.861485,29186.0506408,518927.528669,1448488.4949440002
Oceania,1985,1480469.001905,1558189.922167,5639719.040844,29030.865755,528322.3450719999,1451993.027477
Oceania,1986,1499281.9448726,1557773.88435695,5752281.97755,29204.52307576,538522.930923,1496203.447422
Oceania,1987,1553536.7765629997,1624333.1758443702,5783590.37433,29659.29715924,538587.40136,1516651.287191
Oceania,1988,1601402.376063,1650093.9594526398,6004928.863458999,30251.926612100004,555377.2573909999,1549281.226296
Oceania,1989,1669569.4227397,1732261.17214455,6220599.763767,31180.389952999998,569710.472486,1592613.3680669998
Oceania,1990,1719875.76485,1698245.8603732002,6554685.96525,33876.298581,605456.93093,1660663.265143
Oceania,1991,1663590.9443073,1690115.96861283,6153073.243648,33334.8281369,608283.672827,1626629.352178
Oceania,1992,1665909.214989,1857304.8000740802,6070161.28495,33789.4121272,607119.962549,1608007.1704310002
Oceania,1993,1651587.269953,1865881.7222348,6044287.14375,35382.4358817,622765.753157,1608377.554982
Oceania,1994,1639900.7749329999,1824618.68067376,5943977.557305,35140.45575615,645282.2251655,1572096.3419559998
Oceania,1995,1663719.1381044,1660993.6157592,5941490.019730001,35526.2989877,653408.626985,1586746.0464670002
Oceania,1996,1694134.1231061,1556645.38239698,5831566.19609,35099.069425,693799.522291,1532790.396068
Oceania,1997,1687934.2123363998,1338864.61632016,5709715.620406,34731.3069189,708958.201528,1508634.4374570001
Oceania,1998,1688896.1774420002,1359239.0642582302,5576076.528766001,33443.582006000004,742041.7319269999,1474737.193063
Oceania,1999,1686139.9645036,1484568.17921326,5441993.86716,32402.846715900003,781594.210669,1447296.763296
Oceania,2000,1688513.9893428,1615192.24059386,5335122.929446,31078.491544800003,772722.276718,1418582.773541
Oceania,2001,1670117.238071,1498481.58595657,4946463.52259,31123.770559700002,798940.5762309999,1357726.576149
Oceania,2002,1668896.8420607,1482777.9508780998,5115581.991705,32084.9108978,824868.8081669998,1346119.9593469999
Oceania,2003,1652750.1462982,1461488.6496775397,4910251.983038,32988.94991276,798633.1388359999,1283541.065259
Oceania,2004,1636156.9814934002,1475075.2686424998,4781731.0546349995,32799.89793156,840379.610599,1237045.726951
Oceania,2005,1651192.2601874,1474652.1955699,4433466.63783,33296.18242035,807277.6222679999,1175291.330517
Oceania,2006,1609336.97363,1490193.48600217,4301262.493214,33041.0087938,783533.728917,1170654.216766
Oceania,2007,1608521.3994405,1451753.0463883,4174541.810209,34179.64508617,775204.2157470001,1165416.108291
Oceania,2008,1576534.8277147,1538972.33916172,4050164.2639349997,34969.43670428,745310.1207590001,1153131.157099
Oceania,2009,1526683.514875,1483055.05440038,3600959.3228209997,33875.81074316,759961.908766,1130875.680134
Oceania,2010,1507705.6173405,1357333.98318765,3411394.737549,34233.66188075,780148.960472,1142803.0812063
Oceania,2011,1464185.385505,1400561.2579783902,3359266.0365999998,33680.29799553,820870.918728,1115843.6576374
Oceania,2012,1464982.0686234997,1392874.8286743402,3220728.522063,34881.5179657,845605.6477750001,1118875.5773727
Oceania,2013,1451576.5244352003,1390362.6972659999,3162470.106948,35605.815790099994,909089.7381409999,1123548.6771503
Oceania,2014,1455878.5769633001,1433588.7169534601,3033983.001712,35640.937613559996,920150.5162060001,1143170.7746098
Oceania,2015,1454738.3585782,1333287.8467392,2971188.582783,34963.97650098,891520.170172,1145700.487553
Oceania,2016,1421212.4917975,1194212.2265934602,2915980.843293,34795.92393447,915685.8982320001,1125738.8135027
Oceania,2017,1410072.9466512,1114808.70921649,2912704.325978,35374.27438096,941475.612008,1121056.661938
Oceania,2018,1433100.9782595,1177380.29130775,2813499.958773,36233.29292288,874237.2503059999,1121839.03081
Oceania,2019,1386561.2260872999,1226573.4452478199,2774594.369384,35536.28668714,884802.9468259999,1115449.7018455
Oceania,2020,1300968.2526622,1063114.8946519198,2543863.795146,34462.8078505,893609.749996,1090258.2422520001
Oceania,2021,1315070.6980694,1196923.2229380899,2480002.863804,35618.81853622,903826.2040039999,1089252.631049
Oceania,2022,1280531.4416993,1164618.96626209,2409977.328752,35245.8145614,913411.134981,1087024.743627
South America,1922,229986.80205199998,608463.0274009999,4930195.169,64041.03324599999,649131.8575,666720.172
South America,1923,247353.86159699998,705779.223367,5067216.1799,65828.901006,666183.3375,695740.0432000001
South America,1924,273541.24623,818851.255656,5229772.6437,67881.596015,683322.1049,737414.9698000001
South America,1925,300413.71776,894606.883048,5356680.7104,69705.68519,716681.8085,781717.6343
South America,1926,323623.67088,971219.702036,5514569.163,71918.43858,745577.79736,840855.8952
South America,1927,350688.226754,1070255.8292409999,5663476.6104,74336.31754,768277.9494,904150.3099400001
South America,1928,383430.99155,865902.961294,5826063.373,76538.015024,788842.4326000001,997850.18015
South America,1929,424913.655916,900937.709584,5994697.0638,78791.57888,806101.8794,1066835.66194
South America,1930,427079.42164099996,879855.7356088001,6057176.570643,80041.274706,820710.940555,1078775.539552
South America,1931,418898.79707000003,841730.757522,6069502.1594,80527.29464400001,830712.6980399999,1061880.5653000001
South America,1932,426463.71084,535199.775301,6154487.665,81814.10244500001,838112.9581,1076534.8558
South America,1933,467480.37622,691553.64575,6353325.603,83978.88295,844317.3359000001,1119451.8810999999
South America,1934,480598.88991,918328.9293790001,6512341.84,86119.8529,849333.7574,1181346.72593
South America,1935,499341.517796,971695.180089,6675148.6105,88153.24367000001,854537.7373,1229453.17755
South America,1936,517592.4816,953398.7527330001,6805590.5600000005,90063.5361,867510.44734,1268558.547
South America,1937,548934.503704,1311352.359834,6967270.4236,92503.53884,879254.4902000001,1335817.7085
South America,1938,556622.318055,1181795.644201,7083179.766,94356.540114,889077.35614,1361434.5764000001
South America,1939,559440.88105,1153861.404381,7231717.109,96499.23167600001,897327.1019,1416951.2667
South America,1940,553430.261114,1157971.9203797,7326042.024095,98423.53481619999,904446.817012,1405371.341909
South America,1941,557425.28844,1382582.985343,7434498.477,100460.981735,920802.89936,1468570.816
South America,1942,580299.52641,1420418.0369509999,7628763.29,102483.00115,935467.9013,1407891.79025
South America,1943,598458.7620999999,1459222.1091699998,7804087.3947,105381.47842,951447.3196,1479187.6247
South America,1944,620246.65697,1492785.20584,7973636.2974,108171.89276999999,969412.3812,1610758.7771700001
South America,1945,629449.57712,2363817.27249,8120546.642,110848.450226,988167.39686,1705826.2915
South America,1946,638346.92996,1135916.5480119998,8300316.6807,113274.932225,1015049.0702000001,1808949.0228999997
South America,1947,653965.20271,1335353.323346,8518633.396000002,116316.59385,1045830.3173,1903422.8045
South America,1948,666872.18994,1404429.910648,8698698.993,118582.49045,1077734.06024,2002732.1491
South America,1949,672916.06382,1218831.32247,8863265.527999999,120663.56221,1117458.34424,2034544.2566
South America,1950,836966.008924,1344361.247564,9456812.7197,127879.673083,1159633.707827,2302208.4767199997
South America,1951,881785.9148500001,1437934.082829,9640102.942699999,131707.600545,1204077.8859400002,2458310.17081
South America,1952,931606.742763,1591912.19089,9825468.21156,135295.678425,1245595.10891,2579380.80428
South America,1953,943623.3192740001,1421894.9260965001,9908360.81568,137853.6776636,1287870.54864,2601010.95365
South America,1954,982347.830328,1480241.860167,10066912.50808,141662.78574,1325023.0655,2725555.64653
South America,1955,1127940.656425,1779530.90187,10626650.47002,147957.564242,1356198.862046,3017261.05301
South America,1956,1182887.269463,1878973.8525750001,10811767.92282,152526.205054,1390610.53204,3223653.821585
South America,1957,1219430.0113499998,1935579.451814,10944105.32091,156431.332679,1431823.95798,3412318.0620600004
